url_sub_page,parsed_ingredients
https://www.allrecipes.com/recipe/70613/coconut-flax-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shredded coconut
.5 cup butter
3 tablespoons brown sugar
1 egg
3 tablespoons dark corn syrup
3 tablespoons apple juice concentrate
.5 teaspoon vanilla extract
.5 cup whole wheat flour
2 tablespoons vital wheat gluten
2 cups rolled oats
.5 teaspoon baking soda
.5 teaspoon ground cinnamon
.5 cup shredded coconut
.5 cup flax seed"
https://www.allrecipes.com/recipe/69886/best-brownies-ever/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups margarine
4 cups white sugar
8 eggs
2 teaspoons vanilla extract
4 cups all-purpose flour
1.25 cups cocoa powder"
https://www.allrecipes.com/recipe/72871/mock-a-roons/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 cup white sugar
1 egg
1.33 cups dry potato flakes"
https://www.allrecipes.com/recipe/57029/melt-in-the-mouth-cashew-meringues/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"5 egg whites
1 teaspoon vanilla extract
.25 teaspoon cream of tartar
1.5 teaspoons cornstarch
4 cups confectioners sugar"
https://www.allrecipes.com/recipe/83113/tipperary-biscuits/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup white sugar
2 eggs
2 cups all-purpose flour
1 tablespoon baking powder
1 tablespoon allspice
1 tablespoon ground cinnamon
.5 cup butter
.125 teaspoon salt
3 cups sifted confectioners sugar
.25 cup milk
1.5 teaspoons vanilla extract
1 cup strawberry jam"
https://www.allrecipes.com/recipe/85105/espiros-dois/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 egg whites
.75 cup white sugar
1 teaspoon lemon zest
1 pinch salt
1 teaspoon cornstarch"
https://www.allrecipes.com/recipe/51693/gluten-free-mexican-wedding-cakes/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 teaspoon gluten free vanilla extract
1 cup confectioners sugar
.5 cup white rice flour
.25 cup cornstarch
.25 cup tapioca flour
.25 teaspoon unflavored gelatin (optional)
1 cup chopped hazelnuts"
https://www.allrecipes.com/recipe/26178/moon-pies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup unsweetened cocoa powder
.5 cup boiling water
.5 cup shortening
1.5 cups white sugar
2 eggs
1 teaspoon vanilla extract
2.67 cups all-purpose flour
1 teaspoon baking powder
1 teaspoon baking soda
.25 teaspoon salt
.5 cup buttermilk
2 tablespoons all-purpose flour
1 pinch salt
1 cup milk
.75 cup shortening"
https://www.allrecipes.com/recipe/26168/marks-delight/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup packed brown sugar
.5 cup white sugar
1 egg
1.5 tablespoons brandy
1.5 cups unbleached all-purpose flour
.5 teaspoon baking soda"
https://www.allrecipes.com/recipe/26238/the-de-leon-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.75 cup brown sugar
.75 cup white sugar
2 eggs
1 teaspoon vanilla extract
1 teaspoon coffee flavored liqueur
2.25 cups all-purpose flour
1 teaspoon baking soda"
https://www.allrecipes.com/recipe/26212/pineapple-scotchies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
2 cups packed brown sugar
2 eggs
4 cups unbleached all-purpose flour
2 teaspoons baking powder
1 teaspoon salt
2 (8 ounce) cans crushed pineapple"
https://www.allrecipes.com/recipe/145520/orange-cardamom-krumkake/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups all-purpose flour
2 teaspoons ground cardamom
.5 teaspoon ground ginger
.25 teaspoon ground cinnamon
.25 teaspoon ground nutmeg
1 cup white sugar
.125 teaspoon salt
2 teaspoons grated orange zest
.33 cup butter"
https://www.allrecipes.com/recipe/104480/monster-ice-cream-sandwich/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups butter
1.5 cups white sugar
1.5 cups packed brown sugar
2 teaspoons vanilla extract
4 eggs
4.5 cups all-purpose flour
2 teaspoons salt
2 teaspoons baking soda
2 cups semisweet chocolate chips
2 cups butterscotch chips
.5 gallon vanilla ice cream"
https://www.allrecipes.com/recipe/162150/carrot-coconut-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups flour
2 teaspoons baking powder
.5 teaspoon salt
1 cup margarine
.75 cup sugar
2 eggs
1 cup mashed cooked carrots
.75 cup shredded coconut
.33 cup margarine
3 cups confectioners sugar"
https://www.allrecipes.com/recipe/161092/almond-bark-snacker/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 pound white candy coating
1 cup peanut butter
3 cups crispy rice cereal"
https://www.allrecipes.com/recipe/212867/sugared-danish-butter-cookies-with-pecan-halves/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4 cups all-purpose flour
1.5 cups white sugar
1 egg
2 teaspoons vanilla extract
1.5 cups cold unsalted butter
1 egg
3 tablespoons coarse sugar crystals
88 pecan halves"
https://www.allrecipes.com/recipe/212862/grandmas-coconut-corn-flake-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4 egg whites
1 cup white sugar
.25 teaspoon salt
1 teaspoon vanilla extract
3 cups corn flake cereal"
https://www.allrecipes.com/recipe/214557/raspberry-chocolate-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter at room temperature
1 cup white sugar
2 eggs
2 teaspoons raspberry extract
.5 teaspoon almond extract
.25 cup milk
2 cups all-purpose flour"
https://www.allrecipes.com/recipe/214210/rum-raisin-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup raisins
3 tablespoons rum
.67 cup whipping cream
1 cup semi-sweet chocolate chips
.67 cup all-purpose flour
.5 cup light brown sugar
2 tablespoons cocoa powder
.25 teaspoon baking powder
.33 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/213587/easy-nanaimo-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
2 (1 ounce) envelopes instant hot chocolate mix
1 teaspoon vanilla extract
1 egg
2 cups graham cracker crumbs
1 cup flaked coconut
.5 cup chopped walnuts
.25 cup cream cheese
.25 cup milk
2 tablespoons instant vanilla pudding mix
2 cups confectioners sugar"
https://www.allrecipes.com/recipe/216586/dutch-bokkenpootjes-goats-feet/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"8 egg whites
1.75 cups white sugar
5.25 cups almond meal
1 teaspoon ground cinnamon
zest from 1 lemon
1 teaspoon vanilla extract
3.5 tablespoons butter
1.25 cups confectioners sugar
.25 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/216329/anise-waffle-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups all-purpose flour
1 tablespoon anise seed
.5 teaspoon salt
.5 cup shortening
.5 cup white sugar
2 tablespoons white sugar
3 small eggs
1 drop anise oil"
https://www.allrecipes.com/recipe/19223/portuguese-walnut-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.75 cup brown sugar
1 egg
.5 teaspoon vanilla extract
2 tablespoons milk
2 tablespoons port wine
1 cup chopped walnuts
.375 cup all-purpose flour
.5 teaspoon baking powder
2 tablespoons port wine
1 cup confectioners sugar
1 tablespoon butter"
https://www.allrecipes.com/recipe/19225/chocolate-chip-eggnog-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 (3 ounce) packages cream cheese
4 cups sifted confectioners sugar
1 tablespoon heavy cream
1 teaspoon brandy
.5 teaspoon salt
.25 teaspoon ground cinnamon
.125 teaspoon ground nutmeg"
https://www.allrecipes.com/recipe/19192/fudge-brownies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
.5 cup butter
2 cups chocolate syrup
4 eggs"
https://www.allrecipes.com/recipe/19194/one-bowl-chocolate-chocolate-cookie/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"16 (1 ounce) squares semisweet chocolate
.75 cup packed brown sugar
.25 cup butter
2 eggs
1 teaspoon vanilla extract
.5 cup all-purpose flour"
https://www.allrecipes.com/recipe/17329/pecan-puffs-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.75 cup white sugar
1.5 cups all-purpose flour"
https://www.allrecipes.com/recipe/17262/sandcastle-brownie-mix/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".33 cup chopped walnuts
.5 cup semisweet chocolate chips
.33 cup flaked coconut
.67 cup brown sugar
.75 cup white sugar"
https://www.allrecipes.com/recipe/17109/glazed-almond-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
.5 teaspoon almond extract
.5 teaspoon vanilla extract
2 egg yolks
.75 cup chopped blanched almonds
2.67 cups sifted cake flour
.5 teaspoon salt"
https://www.allrecipes.com/recipe/17207/brown-sugar-chews/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 egg
1 cup packed brown sugar
1 teaspoon vanilla extract
.5 cup sifted all-purpose flour
.25 teaspoon baking soda
.25 teaspoon salt"
https://www.allrecipes.com/recipe/22813/potato-chip-cookie-mix-in-a-jar/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1.5 cups crushed potato chips
.67 cup chopped pecans"
https://www.allrecipes.com/recipe/22250/super-fudge-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".33 cup vegetable oil
2 eggs
1 egg yolk
.25 cup applesauce
.25 cup chocolate syrup
1 (13 ounce) package brownie mix
1 tablespoon unsweetened cocoa powder"
https://www.allrecipes.com/recipe/23108/chocolate-pecan-tassies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
1 (3 ounce) package cream cheese
1 cup all-purpose flour
1 tablespoon margarine
1 (1 ounce) square unsweetened chocolate
.5 cup packed brown sugar
1 egg
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/23363/pumpkin-pine-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
.5 teaspoon baking soda
.5 teaspoon baking powder
1 teaspoon ground cinnamon
.25 teaspoon ground cloves
.5 cup butter
1.33 cups white sugar
1 egg
1.5 cups canned pumpkin puree
.25 cup heavy cream
1 cup rolled oats
.5 cup crushed pineapple"
https://www.allrecipes.com/recipe/22837/candy-coated-chocolates-gift-jar-cookie-mix/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup all-purpose flour
.5 teaspoon baking soda
.5 teaspoon salt
.5 teaspoon ground cinnamon
.5 cup chopped walnuts
1 cup mini candy-coated chocolate pieces
.5 cup raisins"
https://www.allrecipes.com/recipe/19281/turtle-cookies-iii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
.5 cup unsweetened cocoa powder
1.5 cups white sugar
1 pinch salt
4 eggs
.67 cup margarine"
https://www.allrecipes.com/recipe/25042/chocolate-chip-crumble/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups stick margarine
2 cups packed brown sugar
2 teaspoons vanilla extract
4 cups all-purpose flour"
https://www.allrecipes.com/recipe/25060/frosted-orange-date-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup white sugar
.5 cup butter
.5 cup water
1 (8 ounce) package chopped pitted dates
1.25 cups all-purpose flour
.75 teaspoon baking soda
.5 teaspoon salt
.25 cup orange juice
.75 cup milk
2 eggs
1 tablespoon orange zest
1 cup chopped pecans
3 cups confectioners sugar
.33 cup butter
1 (3 ounce) package cream cheese"
https://www.allrecipes.com/recipe/25117/peanut-butter-chip-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup creamy peanut butter
.25 cup shortening
.5 cup white sugar
.5 cup brown sugar
.33 cup water"
https://www.allrecipes.com/recipe/25823/marshmallow-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups all-purpose flour
.33 cup packed brown sugar
.75 cup butter
.75 cup cold water
1 (1 ounce) package unflavored gelatin
.75 cup white sugar
.125 teaspoon salt
.75 cup confectioners sugar
.75 teaspoon baking powder
.5 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/25824/throw-together-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup applesauce
.33 cup rum
2 eggs
1 tablespoon salad oil
1 (21.5 ounce) package brownie mix"
https://www.allrecipes.com/recipe/26111/bohemia-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup shortening
1.25 cups confectioners sugar
1 teaspoon vanilla extract
1 pinch salt
1.25 cups all-purpose flour
1 cup ground walnuts"
https://www.allrecipes.com/recipe/10585/marble-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1 cup light corn syrup
1 cup peanut butter"
https://www.allrecipes.com/recipe/10600/mock-macaroons/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups rolled oats
1 cup packed brown sugar
.5 cup vegetable oil
1 egg"
https://www.allrecipes.com/recipe/10651/cookie-mix-in-a-jar-x/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups white sugar
.5 cup chopped macadamia nuts
3 (1.55 ounce) bars white chocolate
2 cups all-purpose flour"
https://www.allrecipes.com/recipe/10680/bun-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups semisweet chocolate chips
2 cups butterscotch chips
2.5 cups creamy peanut butter
.67 cup milk
1 cup butter
1 (3.5 ounce) package instant vanilla pudding mix"
https://www.allrecipes.com/recipe/10678/chocolate-marshmallow-puffs/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups sifted all-purpose flour
.67 cup unsweetened cocoa powder
1 teaspoon baking soda
1 teaspoon salt
1 cup white sugar
.5 cup packed brown sugar
1 cup shortening
2 eggs
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/10693/chinese-almond-cakes/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups sifted all-purpose flour
.75 cup white sugar
.25 teaspoon salt
1 teaspoon baking powder
.75 cup butter
1 egg
3 tablespoons water
1 teaspoon almond extract"
https://www.allrecipes.com/recipe/10515/sugar-free-peanut-butter-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup margarine
2 tablespoons granulated artificial sweetener
1 teaspoon vanilla extract
2 tablespoons water
2 cups all-purpose flour"
https://www.allrecipes.com/recipe/10482/monster-cookies-iv/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
1 cup packed brown sugar
2 eggs
1.5 teaspoons vanilla extract
1 tablespoon real maple syrup
1 cup all-purpose flour
.5 cup whole wheat flour
.33 cup graham cracker crumbs
1 teaspoon baking soda
1 teaspoon baking powder
.5 teaspoon salt
3 cups rolled oats
2 cups semisweet chocolate chips
4 ounces finely grated chocolate bar
.5 cup chopped walnuts"
https://www.allrecipes.com/recipe/10489/stir-and-drop-sugar-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 egg whites
.67 cup vegetable oil
2 teaspoons vanilla extract
1 teaspoon lemon zest
.75 cup white sugar
2 cups all-purpose flour"
https://www.allrecipes.com/recipe/10209/ceramic-mold-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.75 cup white sugar
1 egg
2 cups all-purpose flour
.25 teaspoon salt"
https://www.allrecipes.com/recipe/10229/oats-and-pumpkin-pinwheels/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups all-purpose flour
1 cup rolled oats
.25 teaspoon baking soda
1.5 cups white sugar
.5 cup butter
2 egg whites
1 cup canned pumpkin"
https://www.allrecipes.com/recipe/10256/basic-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 egg
2 cups Basic Cookie Mix
.33 cup butter
.33 cup cold water
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/10176/crescents/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
1 cup chopped walnuts
3 tablespoons ice water
.5 teaspoon salt
.75 cup butter
1 teaspoon vanilla extract"
